User_Name,Link,Uploads,Subscribers,Video_Views,Country,Channel_Type,User_Created_Date
彭昱凱(阿凱):09-1688-1688,https://youtube.com/channel/UCv8VVX5lDyDES9HE4KN99HA,9292,277759,359060731,TW,People,20081021
發明家878,https://youtube.com/channel/UCIQ0KhLWbZTdGSEmhPb7MbQ,15,274863,16429606,TW,,20170704
海恩奶油 Hein Cream,https://youtube.com/channel/UCCiHkDeLmI90nzyOB_QPFsg,103,272749,22185297,TW,People,20160321
囧星人今天沒吃藥,https://youtube.com/channel/UCRfOaVN_wLZLRkMT9bFj0HQ,82,271021,13953472,TW,People,20130709
Aoi Chen,https://youtube.com/channel/UCQQWDKpvBfeRmsvoVs4P5Fw,629,270167,94668847,TW,Entertainment,20160829
悟訢,https://youtube.com/channel/UCH62AMbLmJy_PRI8SZS_F5A,1882,270047,52023863,TW,Games,20090818
我是RT,https://youtube.com/channel/UCcG2HsNjnAbWOT6E1DRxjGA,170,269491,51872942,TW,Comedy,20111214
Rosalina's Kitchen…,https://youtube.com/channel/UCcb9uxCoIgw7RQjQnlgd0Xw,272,268758,18543813,TW,Howto,20160425
閱部客,https://youtube.com/channel/UCBvQ4hOEoDdYeIBu0tE-7Sg,166,267607,10160790,TW,People,20170122
News Direct,https://youtube.com/channel/UCo-2gR7lMv3oxvzSuJafPJQ,9171,267537,211574096,TW,News,20110318
無名,https://youtube.com/channel/UCMK91_JLr5v-ENfroh184pw,398,267263,45586549,TW,,20160916
92CCDJ,https://youtube.com/channel/UCh9QVGDm05TY9UKTcGw5Vyg,2034,259724,73362720,TW,Music,20150516
麥卡貝精華頻道,https://youtube.com/channel/UCIS2CbcHBbA_Z-PKJUWLWzA,938,259375,164043637,TW,Entertainment,20141210
艾爾文,https://youtube.com/channel/UCWDaU-qRXrZcUQYDRv2asvw,67,259318,8377402,TW,People,20120101
B.C.&Lowy,https://youtube.com/channel/UCRrOsab_je2oAJmxGt4_Vgw,579,258830,101853822,TW,,20170722
紅月,https://youtube.com/channel/UCvfdPn-CJXwnqV733NPRLYA,416,257637,57697486,TW,Games,20130716
蕭小M,https://youtube.com/channel/UCnoxAl_VG26Ucnef-RiTa5A,195,256697,51544916,TW,Music,20130922
Kimberley Chen,https://youtube.com/channel/UC3ePO05Z8DUw-w9F59p5Mjg,35,255717,155379608,TW,Music,20120406
DarkLiberatorZone,https://youtube.com/channel/UCvMNdfouD0DxQ8gaLhGbZ0A,1361,255645,52990023,TW,Games,20100406
鍾明軒,https://youtube.com/channel/UCZVCbj9weVNAWqXS9gnfm5A,221,253614,49066995,TW,Music,20120413
愛爾達體育家族 ELTA Sports,https://youtube.com/channel/UCCQvP4hsRW9emj0meGk15jg,13180,253305,119040830,TW,News,20130701
年代新聞CH50,https://youtube.com/channel/UCHBv5vSp3pETSLq8oWTsmqA,80303,252509,308242128,TW,News,20120424
Funny ideas,https://youtube.com/channel/UCOUQ5p2OifenbNkCD6QGZJg,252,252379,58551964,TW,,20160622
王狗,https://youtube.com/channel/UCr2XQRDcw26h5wMjiIbNkhA,94,251542,27200501,TW,,20110405
Hsu,https://youtube.com/channel/UCnfQv7kzO0AWxGursU1GSKg,4871,251341,190771093,TW,Games,20111205
Bobo TV,https://youtube.com/channel/UCCPfI2vQnAc3ZxWpmwDyM1A,268,249478,44046893,TW,Entertainment,20120330
Will Shen嬸嬸,https://youtube.com/channel/UCJES7pjHlSyxjEOdb1PNTrA,211,247476,18710162,TW,Education,20130521
PoTV,https://youtube.com/channel/UCcvJMrfZytewRd0VcC_oKpg,1013,246816,132736137,TW,Film,20130711
地球黃金線,https://youtube.com/channel/UCI4i_uldRR6zTLjWTEL8glQ,5655,246570,159456751,TW,Autos,20151005
歐陽娜娜Nana OuYang,https://youtube.com/channel/UCCo41cmOu6fcku2O8J54bdA,35,245242,6813306,TW,,20180221
麥卡貝遊戲頻道,https://youtube.com/channel/UCCFgz3vG9fEeTPgVYL6kCGA,5411,245154,111474454,TW,Games,20130910
電影法蘭克,https://youtube.com/channel/UC4rA6Q2ezSiYKnM2zy_evsw,116,245061,30570756,TW,Film,20130821
暴走系列官方频道,https://youtube.com/channel/UCDwDMPOZfxVV0x_dz0eQ8KQ,19,243542,150794,TW,Entertainment,20140522
搞笑短劇,https://youtube.com/channel/UC1rMud9lt8MZP6qTq3Q-qxA,263,242812,103774219,TW,People,20150518
黑樂,https://youtube.com/channel/UCVN2-vFtLs0MgkjSjDVmNoQ,539,241466,43816230,TW,Games,20131130
atsukiFE3,https://youtube.com/channel/UCLxgmFoME3SDRyzxeJKj4Rw,957,240626,196894762,TW,Games,20080820
樂人TV |…,https://youtube.com/channel/UCBBxttXO0g22qWeS2Hwk82A,463,239884,41199612,TW,Music,20120601
